"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Brazil","BRA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","84.2326534982161","97.9369960880597","106.159467346018","81.4338104740808","72.6244734012841","70.2438950849888","67.0414651468056","69.585367630434","69.0261017791228","92.4339259061889","114.563544607425","96.3157861894331","84.7239422367251","89.0900193952439","92.8111050008776","101.548032347974","107.126465209332","109.876420994846","106.815403973968","71.0128361090505","76.5710590446842","63.9379008043693","60.9363377828089","57.5938252698458","60.4500497884923","73.4626444190362","81.7287296894967","87.4319560043157","90.3721615056015","89.1597634000242","100","103.181419554033","92.0107342333294","86.4266351337068","84.598858995196","69.6184131141622","73.0372164597379","79.264076151924","70.9818785982945","69.6277253331944","",
"Barbados","BRB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","202.928172879439","177.276511798265","174.382435419685","178.899467428713","168.602721281051","179.771121619221","188.630875631327","174.218104710894","160.806207673604","153.924583774352","155.597000996649","144.112384636946","141.299744656768","132.626020407706","83.0724026807894","98.1669111383343","99.980336001232","96.4416023405425","94.1888745027937","90.1062612325829","87.2541321887874","89.1345545048696","91.0864014955256","97.1148634668925","94.1632151287356","93.3096298875898","96.7339710380953","97.7048412988623","104.385311646232","106.625778483004","100","98.4115098356552","97.4621435883872","105.175129578681","119.931457687358","112.935249727324","119.420138365109","124.328912797906","127.920501483687","127.271784044403","",
"Canada","CAN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","93.8826714597274","92.2436532756887","96.8583671336133","103.380977881876","107.980842509787","105.948186658588","102.195588937217","92.4802544713736","92.6215356347736","97.8711126263016","104.857183710137","103.708181273479","106.642829107376","97.7948490468421","91.4256239120037","83.5233218743554","80.8004380404848","81.6688837129432","80.8848593404677","76.1833602581761","75.2569481850962","75.6257341556759","73.4041591337554","72.7631236697019","80.9512218824101","85.4424153419323","90.5383145878115","95.5341110573325","98.5949862489885","95.9858311379071","91.5751475657026","100","101.5631586009","101.076338741507","97.4784591770746","91.4884057254848","83.1280134913398","81.5260162686982","82.7479439695669","82.2955919764149","81.4781336049496","",
"Central Europe and the Baltics","CEB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","93.0764698790587","85.6977623416157","84.9904728375997","89.956586480901","91.4236806495899","88.5423537425505","86.8760071172068","92.6912156085338","96.2335677049148","95.0382456484178","89.6941962052318","96.0382985933201","95.3719219747606","93.6230321205305","95.6672790300723","100.131765039136","106.707469089216","103.530923704436","95.3438734025847","96.5676630666256","94.7350623103565","92.294979176513","94.6843807869092","98.0817643419984","98.3671484050353","97.3586593171561","95.4778640433446","92.8963158252424","89.0422847958954","92.5242323099188","96.0869532739988","100","109.471547140525","105.343664190075","103.603901972518","104.250828554721","110.488420243466","108.132664042628","106.003795314733","103.066596885579","104.110396180789","",
"Channel Islands","CHI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","164.322406478497","194.817358192653","175.702473173115","143.909557551835","142.696082260885","120.730927870664","101.661647541189","93.3969535564816","87.7555864238506","90.1237145572248","86.2582887419815","88.3063481535219","93.2928254335876","95.1304004685625","98.4641513958359","104.419347625183","106.938899412914","114.773695634421","112.731132929393","107.36616103821","106.506015863269","95.9403705514947","91.6722499902461","86.2235957978788","91.0363611884051","96.3234582307179","100.14032348292","97.514932225423","98.2632566620906","95.1334521776329","100","100.709783830112","102.904426607006","101.349365604805","91.8752674230886","90.9795671183992","92.6096717461473","95.7419743307673","97.1010019573238","92.444942949857","",
"China","CHN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","269.729491608175","242.078040602386","230.947270231436","227.006388599282","202.33074731663","171.745613083584","124.071548378552","107.181574268645","117.162955488564","136.309878487494","100.533536228087","88.302480785035","84.5425745171472","89.9587232532701","70.5221353515853","78.6016293285804","86.3553931700337","92.9986719449063","98.007155992319","92.6782665381132","92.7535291783821","96.7623119387575","94.5557994955347","88.378589634496","85.8480509182888","84.9167633662754","86.2553468540985","89.3289045550792","97.0102252445766","101.108202455343","100","102.694889181925","108.677144402408","114.619803212294","118.326934842447","129.949803975155","123.649173421655","120.103516863041","121.728485636451","120.729193197508","",
"Cote d'Ivoire","CIV","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","132.175922707273","113.605835404413","103.442324292326","96.691762494943","96.0607237816749","96.3528382607338","115.41086659","128.36093198695","131.341881914327","124.17607889285","126.152698154836","121.348463172831","126.632105679356","124.309447145496","76.9331139908646","88.4551023557633","88.5435327361501","86.6234500287652","92.4947885924558","91.5192133570631","86.5498693630634","89.6249582386432","93.1894719395981","99.653077180527","100.910668132731","101.116918137185","100.89463440608","102.59195425606","107.062016742636","107.36173430314","100","102.202925185104","97.4538696112655","100.775400424292","101.283101491049","94.573639038538","95.8950977127955","95.27132690904","97.413419283631","93.5185055397283","",
"Cameroon","CMR","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","137.364061342048","126.23855963217","123.45131192961","128.33331356569","130.596359700843","136.495040775277","151.131082468737","169.098298200435","164.373133297181","151.679255967712","156.225131392247","149.058828174557","149.928137025748","139.471892512249","90.2111959821139","96.9593578598093","98.0407760789225","97.0498948764768","100.437349123123","99.3850710192148","93.6958295888522","96.8521582383698","100.332002405499","103.561897352276","102.941074658647","99.8812409173325","101.522120599084","102.127447054974","105.038764435206","106.481750337208","100","100.222035268715","96.4587525254335","98.9277718038556","99.733716057431","93.5239989730239","95.6197724013274","96.5431863295019","97.9112693347209","96.6919549006466","",
"Congo, Dem. Rep.","COD","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251.158394512397","339.344813840664","305.108313699732","236.99339949183","234.202493141228","223.385262057485","238.743055483002","368.243523502731","510.881951753675","245.912738305357","110.368582214427","91.0424752245798","86.9723107994695","85.2050050114357","93.8852501081616","91.3508805831385","92.5331776002882","96.2315586002751","100","105.50553988242","107.234193931572","107.823202128319","109.208804437754","121.494026433973","118.22789380231","104.087535046972","118.202489115446","125.368159202288","",
"Congo, Rep.","COG","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","136.766137948108","147.764124683382","157.419073433771","156.182086375871","145.867367197381","127.388180766406","94.4800229467815","84.3323739944557","81.8208617973434","78.6634173546688","69.1327555125951","68.7973821774129","69.0778323764415","74.4672119796542","90.2745854899671","93.6677343213187","99.2559853914574","105.526032783572","99.0709390120105","89.8903408034355","81.4064618399244","78.8630789068903","78.6668499125304","68.9412593831008","75.1890914904427","84.7830999722436","82.9883700445435","92.2954723325057","95.3078523270107","90.4111221048407","100","100.129262664674","105.339451820666","101.295000819417","95.8791207038875","77.6159891798664","73.9865831982965","76.4437429790942","77.2306494087001","72.6434832565923","",
"Comoros","COM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","141.462314173819","77.0548133346598","78.9875214340517","95.5886141549921","98.3036835221026","101.054297960793","93.1560808215905","89.1954787200312","84.0981865759966","88.649140960591","87.5095789032261","80.9594941494554","85.6395148761353","88.3288926872312","87.640286747765","89.3655141063253","89.5408503450144","90.6674334218874","92.5718083107029","90.2469340458229","92.1319932936935","95.8403881329491","93.6071954789273","87.5563388577136","84.8094819313653","84.6996942208501","85.292798709911","86.5188652231182","89.1232677013907","90.2756033464826","100","101.816235728689","106.192495962997","110.506725855971","106.319597087418","114.586823884396","113.787030090557","108.536405045604","105.741215027186","106.367700650814","",
"Caribbean small states","CSS","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","111.502402645265","107.74373131644","105.228355257537","102.998037379996","102.0433412318","102.209398338998","98.1108567914135","93.1903945773158","92.3438697397145","90.5938884683525","88.9475289938964","88.5207744678455","91.3737627245419","91.1223311541799","93.4162653530812","94.5333144411284","93.7836886083948","92.2172125594188","95.6665714772929","93.7711479587811","91.1506769341597","92.062721504004","94.8546706892762","101.524766971504","103.003908836795","102.360264758116","101.714402521837","100.929132018117","103.747059395934","104.663499337515","100","100.058781563991","97.3759830326479","96.4779795297468","94.8778671865681","88.7924787692437","88.8086882219496","88.8084924618392","90.0637478923471","87.8666605559488","",
"Czech Republic","CZE","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.055315979373","43.0778288650517","45.0675580955069","52.1990749231108","55.2127767636265","56.9849671998416","60.6548765631038","61.5837297614634","67.1512435309401","65.9889835551963","67.030793227166","71.2151049690732","79.4156070193558","78.0239718167826","78.7895840297211","83.16319576598","87.6122925093574","90.0238337530594","103.504170720684","99.32691797996","100","101.886958251656","98.4302584468322","96.4547507439786","90.8937313411734","88.6718664730035","90.9315332884085","94.7414355968099","99.1471650869557","99.3971550949972","",
"Germany","DEU","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","121.201255244104","114.60315072572","104.798504373399","106.710835850402","107.378048354323","102.64190935287","99.8937744010664","105.771900182282","109.238580934089","107.017015551032","104.637240044683","107.778908660563","105.908913084769","110.876245935494","115.207631042609","115.986415298749","121.210499155646","116.816496346112","110.190575749055","110.367724335119","106.891868090252","99.680766970117","99.6649662516092","100.722077998527","106.129992181837","107.648266214186","105.217087668152","104.254635001596","105.769786482612","105.881837084819","106.463692909699","100","98.8975251466235","95.2400399474294","97.5765940191869","98.2378882508416","92.5203024377286","94.0003898155843","94.793043411587","97.007280898708","95.3688609771952","",
"Djibouti","DJI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","109.526212544086","111.930411009971","120.965423823624","125.008794480053","133.010844273489","143.928753992786","147.93733562377","137.233634549662","130.178709554654","125.32898583929","130.716593472252","125.636335164917","127.510708231556","128.587019521001","131.616967156759","127.330986782698","120.018811419684","119.200348928216","119.758257162476","120.411892634524","119.686375225906","120.351791371988","121.947893321436","120.183588944013","117.538714780691","112.806521324632","107.855163761334","106.113080850142","102.686880263367","100.044350919843","101.255941096026","100","95.2005659694486","95.5492673035053","94.5249527314413","94.2272769746467","98.2598156227987","101.829566611701","102.613463147038","101.839640321401","102.960797762127","",
"Denmark","DNK","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","98.5201464833848","91.888490362072","87.5670283931938","85.8864523221402","86.6291613295809","85.102223247823","86.2013994580957","91.7031393615923","95.8897288585568","95.9198624387781","94.3278122858256","98.5104101265994","94.6572342638695","95.572940978753","95.6262479271495","95.5537090660088","99.6587717741053","98.6718455048513","95.5127869978409","97.1343988514113","96.7312914585147","92.749475055673","93.7135527464031","95.5623242965462","100.495564377304","101.400143815211","100.138340088103","99.7316575321817","100.403126864168","101.743532118885","104.462437963645","100","99.2325999632373","96.675452729232","97.6783522728096","98.438867412146","94.4415539952158","95.6598338599845","96.080195262643","97.1637050226404","95.4264933336404","",
"Dominican Republic","DOM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","143.667600870172","146.059041167854","147.869061175213","141.24945001427","98.4871313643198","113.534857578873","104.004996575551","85.0417257713174","71.2550178347187","85.9049302728528","84.5550245575543","85.3022373457787","85.9666701023614","89.7048348538643","93.9906841122814","98.8399802140306","102.610269818092","102.504822136298","102.64535170034","98.9977242708419","103.490060893329","108.252327261454","105.654782078516","79.9241138969337","79.9633574570633","106.854106253092","100.516798407107","100.674412979641","99.7644490171185","99.5778915068179","100","96.4235944154993","96.3334875714039","93.5497411458301","91.6438025653188","94.1957130175735","93.7690906367502","90.8820034147946","87.8428191982772","86.7919379196635","",
"Algeria","DZA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","314.25108888237","349.098426040849","365.181578233143","383.010902924925","417.256463084116","449.506200450092","415.052929437644","367.183726182777","303.822595002376","260.606975528855","220.566304744095","131.552233162962","134.910674919476","161.830974490936","139.734222732874","117.138434449485","119.647927366546","129.166498672225","135.547167166255","125.314566436266","119.413122382996","123.204539543887","114.232038020694","103.08411944174","103.522266035786","101.744554890065","101.318442639595","99.9212638676442","102.242714198005","100.275239983858","100","99.1239430206356","103.914624856734","101.769521123919","102.889331710725","96.4965002443827","95.524093816","97.8407745539584","93.2711649110686","95.3091685947946","",
"East Asia & Pacific (excluding high income)","EAP","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
