"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.46646469746693","6.93493938675521","6.25884359075904","4.52131422826697","4.79383700943719","6.55868209743302","5.03670603107431","4.0420744205663","6.99363266846713","6.86945474080552","6.3105680656522","4.19682387773933","10.7062639173757","10.904090739451","6.59945525167297","6.47918135827007","8.42512012010828","7.27118178359846","7.41991464597298","6.36717336274146","4.20028427916027","5.16510219309276","8.82058863272691","11.0518813967399","5.7151135893734","7.5513274416442","6.06511731902356","5.14333503030303","7.12591937221058","7.43854682337644","5.21543208660984","","","",
"Afghanistan","AFG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0468971030666","-3.58511111709379","12.5579601468893","17.5429289408707","11.3640937307248","-1.24150599400779","7.17438723794595","9.78449594139214","14.3516893410715","12.2525481562195","17.5839381627209","12.1411782995744","","","",
"Angola","AGO","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-84.0950001791546","-93.5134588840176","-29.522706549011","4.04755887747496","-72.5785001611618","-60.7813270387995","-5.03293321688833","-33.5534024054014","1.12833550907278","36.6411290160783","17.799803581475","2.04299496946991","12.8373343636254","-5.72699956739724","38.975946691856","-7.34887140957809","-9.87641773345694","8.7647868203618","12.6107310616342","12.3805991919921","21.1441828381684","-4.92200655731416","-5.5526960598383","-6.49973921846974","-6.23573710385998","",
"Albania","ALB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","3.50195315724549","1.0003091547091","1.00058436930801","0.996284183664403","1.43757004192625","-25.4690910606448","-63.7871204812071","-42.5735139522975","-8.96318219295595","8.80174501441428","-10.2870097172254","19.2994542648082","","19.1095559805435","15.5794478427779","15.2582927003853","11.2500481303419","8.62545399900411","8.34124933040263","9.45903065013953","10.2060979479913","9.30140093340637","8.5504202970944","9.99611869607512","7.97107433035515","9.88841744075027","9.73642689136395","9.51039128777505","6.32459779162749","7.27252700993896","7.41349564914514","4.70067208354818","4.51176663207163","5.89119065860567","",
"Andorra","AND","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.56602872006595","-7.77340523607891","-6.74819555440488","-5.48583918237899","-11.6006987702161","-1.31470878459509","-7.00603984304116","0.455892827065825","6.0741160541289","11.0419032429667","",
"Armenia","ARM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-24.9130577387047","39.1051682810329","30.9943494018688","34.1346115887574","38.7736674369924","33.3984630599644","21.7821520799662","18.347069280194","15.5169875894729","11.6248159998918","14.3161459394903","11.3814924574335","12.6947444611314","10.4349146525184","15.8708814402684","10.6076357898925","12.9197578932998","11.2811932906832","12.2168430436348","13.7812486601176","16.1800096730379","17.0423595080455","11.9973399575166","9.73397739946579","10.5253197068262","",
"American Samoa","ASM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
